row_id,r,u,v
49,3,0xade9b4e0,0xd6d37b5a
131,3,0x8f2ecae1,0x20049c16
207,3,0x8f2ecae1,0x8c1518d6
13,3,0xade9b4e0,0x8aaf26d1
439,3,0xbabb33e3,0x55cd727f
213,3,0x32c0641d,0x1eb10f06
353,3,0x669e4dbf,0x4003faa9
297,3,0x32c0641d,0x49b038e5
269,3,0x32c0641d,0x315f89f9
481,3,0x01db7a2b,0xa460ccff
61,3,0xade9b4e0,0xcf9266d1
410,3,0xbabb33e3,0xf414309d
212,3,0x32c0641d,0x287d163c
493,3,0x01db7a2b,0x4eb9cd9e
68,3,0xade9b4e0,0xe27649c2
414,3,0xbabb33e3,0xcf26790a
33,3,0xade9b4e0,0xb321ce80
256,3,0x32c0641d,0xf82294b0
397,3,0xbabb33e3,0xdad2ac29
174,3,0x8f2ecae1,0xce3502ee
235,3,0x32c0641d,0x1b618581
392,3,0xbabb33e3,0xa460ccff
74,3,0xade9b4e0,0x2fd4d3c4
272,3,0x32c0641d,0xc37dab8d
221,3,0x32c0641d,0xa460ccff
330,3,0x669e4dbf,0x08f0cf5b
125,3,0x8f2ecae1,0x59a7785c
51,3,0xade9b4e0,0x7b8c2a7e
394,3,0xbabb33e3,0x9abb6012
302,3,0x669e4dbf,0x4f9f3d03
197,3,0x8f2ecae1,0x9487dd7f
139,3,0x8f2ecae1,0x96d9aac1
460,3,0x25f0c584,0x59a7785c
79,3,0xade9b4e0,0x1f6b1f81
143,3,0x8f2ecae1,0xb00e3961
430,3,0xbabb33e3,0x40800db7
48,3,0xade9b4e0,0x94a1c3d7
151,3,0x8f2ecae1,0x7b8c2a7e
400,3,0xbabb33e3,0xd70185d0
18,3,0xade9b4e0,0x2067b44f
402,3,0xbabb33e3,0x94a1c3d7
296,3,0x32c0641d,0x54682d4b
388,3,0xbabb33e3,0x0ae31663
183,3,0x8f2ecae1,0x968436db
148,3,0x8f2ecae1,0x94a1c3d7
344,3,0x669e4dbf,0xf82294b0
159,3,0x8f2ecae1,0x6d9006b9
440,3,0x25f0c584,0x4f9f3d03
116,3,0x8f2ecae1,0xdf4e5f18
261,3,0x32c0641d,0xe27649c2
305,3,0x669e4dbf,0x93dbda7b
185,3,0x8f2ecae1,0x2953032e
308,3,0x669e4dbf,0x2fb2100e
38,3,0xade9b4e0,0x9fbebafe
310,3,0x669e4dbf,0x2067b44f
122,3,0x8f2ecae1,0x470e923f
220,3,0x32c0641d,0x2fb2100e
396,3,0xbabb33e3,0xcc4dbd59
406,3,0xbabb33e3,0x46347e29
448,3,0x25f0c584,0xdf4e5f18
409,3,0xbabb33e3,0xe564b06c
180,3,0x8f2ecae1,0x78e0ca4b
447,3,0x25f0c584,0xfc2a458f
242,3,0x32c0641d,0x1e5deeab
46,3,0xade9b4e0,0x51ceacf3
4,3,0xade9b4e0,0xed0b3305
40,3,0xade9b4e0,0x2ea3674e
325,3,0x669e4dbf,0xea564a96
288,3,0x32c0641d,0x155f254a
370,3,0x669e4dbf,0xa30e6736
487,3,0x01db7a2b,0x2067b44f
354,3,0x669e4dbf,0x464c484f
270,3,0x32c0641d,0x5c6fb15f
199,3,0x8f2ecae1,0x04aab030
30,3,0xade9b4e0,0x1e5deeab
77,3,0xade9b4e0,0xb42b060d
386,3,0xbabb33e3,0x59a7785c
162,3,0x8f2ecae1,0xd6d37b5a
499,3,0x01db7a2b,0xfc2a458f
133,3,0x8f2ecae1,0x92088483
463,3,0x25f0c584,0x6b556f1d
258,3,0x32c0641d,0xbf040c64
403,3,0xbabb33e3,0xb29da8c6
349,3,0x669e4dbf,0x2a22af15
3,3,0xade9b4e0,0x4f9f3d03
328,3,0x669e4dbf,0xbf040c64
165,3,0x8f2ecae1,0xff85ab52
307,3,0x669e4dbf,0x8998f3be
339,3,0x669e4dbf,0x5c6fb15f
71,3,0xade9b4e0,0x5d7fcbc1
268,3,0x32c0641d,0x94103bee
223,3,0x32c0641d,0x470e923f
94,3,0xade9b4e0,0x1ebd9cf3
424,3,0xbabb33e3,0xa36154e0
287,3,0x32c0641d,0x94a1c3d7
144,3,0x8f2ecae1,0x51ceacf3
293,3,0x32c0641d,0x9487dd7f
248,3,0x32c0641d,0xf46138c2
443,3,0x25f0c584,0xed0b3305
243,3,0x32c0641d,0x505bfda0
320,3,0x669e4dbf,0x9781fb46
210,3,0x32c0641d,0x4f9f3d03
14,3,0xade9b4e0,0x6d957c23
347,3,0x669e4dbf,0x4ad89964
445,3,0x25f0c584,0x80c61e87
312,3,0x669e4dbf,0xa460ccff
263,3,0x32c0641d,0x4787b08b
194,3,0x8f2ecae1,0x7ee97561
314,3,0x669e4dbf,0x0ae31663
327,3,0x669e4dbf,0x7b8c2a7e
331,3,0x669e4dbf,0x8080f416
283,3,0x32c0641d,0xe76b795a
55,3,0xade9b4e0,0xb00e3961
20,3,0xade9b4e0,0x2b736b89
153,3,0x8f2ecae1,0x7da36075
340,3,0x669e4dbf,0x29ca1be7
102,3,0xade9b4e0,0x859b9d11
348,3,0x669e4dbf,0x315f89f9
106,3,0xade9b4e0,0x6ac1fd5d
426,3,0xbabb33e3,0x5d7fcbc1
209,3,0x32c0641d,0xed0b3305
311,3,0x669e4dbf,0x8aaf26d1
393,3,0xbabb33e3,0x119f0b31
419,3,0xbabb33e3,0x1a5ae8a3
181,3,0x8f2ecae1,0xbb620afe
112,3,0x8f2ecae1,0x5bb0b2ff
436,3,0xbabb33e3,0x29b1b908
295,3,0x32c0641d,0x859b9d11
47,3,0xade9b4e0,0xc37dab8d
169,3,0x8f2ecae1,0x7f6ae8ba
253,3,0x32c0641d,0x7b8c2a7e
98,3,0xade9b4e0,0x3878799a
457,3,0x25f0c584,0x287c1f99
298,3,0x669e4dbf,0xed0b3305
31,3,0xade9b4e0,0xbf040c64
435,3,0xbabb33e3,0x6bea2b3a
504,3,0x7bd38d4d,0x4f9f3d03
275,3,0x32c0641d,0xdfd9949b
54,3,0xade9b4e0,0x155f254a
362,3,0x669e4dbf,0xbb620afe
418,3,0xbabb33e3,0x1ebd9cf3
387,3,0xbabb33e3,0x2067b44f
23,3,0xade9b4e0,0x9bd4067b
214,3,0x32c0641d,0x80c61e87
407,3,0xbabb33e3,0x1dc19520
510,3,0x7bd38d4d,0x80c61e87
286,3,0x32c0641d,0xfc773bf1
87,3,0xade9b4e0,0x4ad89964
182,3,0x8f2ecae1,0xa06025fe
505,3,0x7bd38d4d,0x92088483
76,3,0xade9b4e0,0x308c6d08
134,3,0x8f2ecae1,0x155f254a
486,3,0x01db7a2b,0xdf4e5f18
442,3,0x25f0c584,0x1eb10f06
380,3,0xbabb33e3,0xdf4e5f18
166,3,0x8f2ecae1,0x41ed34bc
342,3,0x669e4dbf,0xe27649c2
315,3,0x669e4dbf,0x470e923f
450,3,0x25f0c584,0x128e876a
285,3,0x32c0641d,0xa36154e0
160,3,0x8f2ecae1,0x0e95a270
507,3,0x7bd38d4d,0xbc909452
247,3,0x32c0641d,0x46cb3586
167,3,0x8f2ecae1,0x9abb6012
103,3,0xade9b4e0,0x08f0cf5b
266,3,0x32c0641d,0x98d4182f
495,3,0x01db7a2b,0x78e0ca4b
383,3,0xbabb33e3,0xfc2a458f
255,3,0x32c0641d,0x96d9aac1
372,3,0x669e4dbf,0x1ff08595
470,3,0x25f0c584,0x0402d358
126,3,0x8f2ecae1,0x6d957c23
175,3,0x8f2ecae1,0x55cd727f
89,3,0xade9b4e0,0xfb287940
84,3,0xade9b4e0,0x3ef0760d
186,3,0x8f2ecae1,0x8edf2451
215,3,0x32c0641d,0xdf4e5f18
85,3,0xade9b4e0,0x1ff08595
502,3,0x01db7a2b,0x3878799a
88,3,0xade9b4e0,0xadd5cd46
264,3,0x32c0641d,0x7da36075
323,3,0x669e4dbf,0x5965d5fe
267,3,0x32c0641d,0x4003faa9
250,3,0x32c0641d,0x1a5ae8a3
511,3,0x7bd38d4d,0x287d163c
494,3,0x01db7a2b,0xcf9266d1
216,3,0x32c0641d,0x93dbda7b
95,3,0xade9b4e0,0x3c0be849
321,3,0x669e4dbf,0x92088483
217,3,0x32c0641d,0xfc2a458f
449,3,0x25f0c584,0x46cb3586
279,3,0x32c0641d,0xb321ce80
245,3,0x32c0641d,0xed6a6400
318,3,0x669e4dbf,0xe4b60034
420,3,0xbabb33e3,0xff85ab52
304,3,0x669e4dbf,0xdf4e5f18
498,3,0x01db7a2b,0x1f6b1f81
52,3,0xade9b4e0,0xb2a32963
299,3,0x669e4dbf,0x287d163c
294,3,0x32c0641d,0xc3a0c4c1
413,3,0xbabb33e3,0x5aa4e7fe
281,3,0x32c0641d,0xb00e3961
341,3,0x669e4dbf,0x6d9006b9
107,3,0xade9b4e0,0x74a306af
480,3,0x01db7a2b,0x287d163c
147,3,0x8f2ecae1,0x315f89f9
226,3,0x32c0641d,0x8aaf26d1
350,3,0x669e4dbf,0x3f6731af
90,3,0xade9b4e0,0xa0a3a7a0
432,3,0xbabb33e3,0x51ceacf3
289,3,0x32c0641d,0x54603af5
291,3,0x32c0641d,0x41ed34bc
189,3,0x8f2ecae1,0x128e876a
75,3,0xade9b4e0,0x9e82c456
425,3,0xbabb33e3,0x94103bee
81,3,0xade9b4e0,0x6fccbf88
249,3,0x32c0641d,0xb29da8c6
135,3,0x8f2ecae1,0xb321ce80
391,3,0xbabb33e3,0x470e923f
177,3,0x8f2ecae1,0xa36fc5ac
218,3,0x32c0641d,0x8998f3be
333,3,0x669e4dbf,0xadd5cd46
273,3,0x32c0641d,0x56e1ff1f
203,3,0x8f2ecae1,0x6799309d
381,3,0xbabb33e3,0x80c61e87
265,3,0x32c0641d,0x2ea3674e
368,3,0x669e4dbf,0x682182b3
284,3,0x32c0641d,0x9fbebafe
233,3,0x32c0641d,0x9bd4067b
72,3,0xade9b4e0,0xcf26790a
239,3,0x32c0641d,0x6d9006b9
124,3,0x8f2ecae1,0x0ae31663
44,3,0xade9b4e0,0x7da36075
83,3,0xade9b4e0,0x25096cd0
146,3,0x8f2ecae1,0xf46138c2
10,3,0xade9b4e0,0x59a7785c
278,3,0x32c0641d,0xd6d37b5a
118,3,0x8f2ecae1,0xa460ccff
337,3,0x669e4dbf,0x38ca6118
474,3,0x25f0c584,0x3581df33
329,3,0x669e4dbf,0xb00e3961
205,3,0x8f2ecae1,0x2a22af15
145,3,0x8f2ecae1,0x98d4182f
399,3,0xbabb33e3,0x795341a2
111,3,0x8f2ecae1,0x287d163c
227,3,0x32c0641d,0x2b736b89
28,3,0xade9b4e0,0xf82294b0
36,3,0xade9b4e0,0x315f89f9
32,3,0xade9b4e0,0xa30e6736
109,3,0x8f2ecae1,0x1eb10f06
136,3,0x8f2ecae1,0x9fbebafe
53,3,0xade9b4e0,0x96d9aac1
67,3,0xade9b4e0,0x464c484f
316,3,0x669e4dbf,0x9bd4067b
17,3,0xade9b4e0,0x2fb2100e
508,3,0x7bd38d4d,0x5bb0b2ff
56,3,0xade9b4e0,0x94103bee
359,3,0x669e4dbf,0x7ee97561
115,3,0x8f2ecae1,0x80c61e87
246,3,0x32c0641d,0x8fa0d7a7
96,3,0xade9b4e0,0xb21532b2
352,3,0x669e4dbf,0x74a306af
240,3,0x32c0641d,0x0e95a270
45,3,0xade9b4e0,0x8fa0d7a7
336,3,0x669e4dbf,0x049c2005
86,3,0xade9b4e0,0x4d5cf120
488,3,0x01db7a2b,0x20049c16
21,3,0xade9b4e0,0xf414309d
91,3,0xade9b4e0,0x5aa4e7fe
50,3,0xade9b4e0,0x4003faa9
25,3,0xade9b4e0,0xe4b60034
405,3,0xbabb33e3,0xb321ce80
382,3,0xbabb33e3,0x93dbda7b
129,3,0x8f2ecae1,0x9bd4067b
156,3,0x8f2ecae1,0x1b618581
73,3,0xade9b4e0,0x7f6ae8ba
346,3,0x669e4dbf,0xfb287940
456,3,0x25f0c584,0xd6d37b5a
198,3,0x8f2ecae1,0xfc6b87f0
489,3,0x01db7a2b,0x25096cd0
15,3,0xade9b4e0,0x0ae31663
82,3,0xade9b4e0,0x91d172e1
178,3,0x8f2ecae1,0xcf9266d1
455,3,0x25f0c584,0x2ef679ab
476,3,0x01db7a2b,0x1eb10f06
11,3,0xade9b4e0,0xa460ccff
473,3,0x25f0c584,0x8c1518d6
345,3,0x669e4dbf,0xf5ae665d
343,3,0x669e4dbf,0x3ef0760d
130,3,0x8f2ecae1,0x2b736b89
12,3,0xade9b4e0,0x470e923f
512,3,0x7bd38d4d,0xed0b3305
237,3,0x32c0641d,0x8267f7e1
367,3,0x669e4dbf,0xd5ba5d17
351,3,0x669e4dbf,0x4787b08b
251,3,0x32c0641d,0x40800db7
254,3,0x32c0641d,0x1dc19520
509,3,0x7bd38d4d,0x1eb10f06
384,3,0xbabb33e3,0x8aaf26d1
58,3,0xade9b4e0,0x55cd727f
338,3,0x669e4dbf,0xad8a1d07
500,3,0x01db7a2b,0x01722e1e
431,3,0xbabb33e3,0x7f6ae8ba
229,3,0x32c0641d,0x9781fb46
482,3,0x01db7a2b,0x12d15326
121,3,0x8f2ecae1,0x2067b44f
506,3,0x7bd38d4d,0x6d957c23
503,3,0x01db7a2b,0x807c8caa
230,3,0x32c0641d,0xe4b60034
149,3,0x8f2ecae1,0x46cb3586
120,3,0x8f2ecae1,0x2fb2100e
137,3,0x8f2ecae1,0xb2a32963
309,3,0x669e4dbf,0x59a7785c
190,3,0x8f2ecae1,0x67aba996
374,3,0x669e4dbf,0x22e4f508
2,3,0xade9b4e0,0x5bb0b2ff
452,3,0x25f0c584,0x2953032e
468,3,0x25f0c584,0x470e923f
219,3,0x32c0641d,0x0ae31663
113,3,0x8f2ecae1,0x4f9f3d03
164,3,0x8f2ecae1,0x1798a615
280,3,0x32c0641d,0xf4dc679d
152,3,0x8f2ecae1,0xa30e6736
364,3,0x669e4dbf,0x91d172e1
26,3,0xade9b4e0,0x1b618581
161,3,0x8f2ecae1,0x1a5ae8a3
390,3,0xbabb33e3,0x6d957c23
236,3,0x32c0641d,0x3f6731af
168,3,0x8f2ecae1,0xfcad6221
140,3,0x8f2ecae1,0xdad2ac29
360,3,0x669e4dbf,0x6799309d
259,3,0x32c0641d,0xa30e6736
303,3,0x669e4dbf,0xfc2a458f
179,3,0x8f2ecae1,0x807c8caa
355,3,0x669e4dbf,0xa36fc5ac
37,3,0xade9b4e0,0x505bfda0
444,3,0x25f0c584,0x5bb0b2ff
154,3,0x8f2ecae1,0xc37dab8d
69,3,0xade9b4e0,0xdfd9949b
128,3,0x8f2ecae1,0x9781fb46
201,3,0x8f2ecae1,0xcf26790a
459,3,0x25f0c584,0x2fb2100e
262,3,0x32c0641d,0x679bec19
326,3,0x669e4dbf,0x96d9aac1
441,3,0x25f0c584,0x287d163c
477,3,0x01db7a2b,0x5bb0b2ff
429,3,0xbabb33e3,0x56e1ff1f
63,3,0xade9b4e0,0x40800db7
176,3,0x8f2ecae1,0x29ca1be7
484,3,0x01db7a2b,0x968436db
7,3,0xade9b4e0,0x93dbda7b
471,3,0x25f0c584,0x155f254a
187,3,0x8f2ecae1,0x544eefc9
464,3,0x25f0c584,0xdfd9949b
378,3,0xbabb33e3,0x4f9f3d03
123,3,0x8f2ecae1,0x8aaf26d1
404,3,0xbabb33e3,0x1b618581
19,3,0xade9b4e0,0x20049c16
395,3,0xbabb33e3,0xfc6b87f0
119,3,0x8f2ecae1,0x8998f3be
371,3,0x669e4dbf,0x9fbebafe
66,3,0xade9b4e0,0x8267f7e1
101,3,0xade9b4e0,0xea564a96
276,3,0x32c0641d,0x119f0b31
157,3,0x8f2ecae1,0x4003faa9
332,3,0x669e4dbf,0xf4dc679d
211,3,0x32c0641d,0x5bb0b2ff
238,3,0x32c0641d,0x5d7fcbc1
110,3,0x8f2ecae1,0xed0b3305
184,3,0x8f2ecae1,0x7be2c71e
1,3,0xade9b4e0,0x287d163c
361,3,0x669e4dbf,0x544eefc9
385,3,0xbabb33e3,0x8998f3be
366,3,0x669e4dbf,0x1798a615
469,3,0x25f0c584,0x2fd4d3c4
462,3,0x25f0c584,0x7be2c71e
204,3,0x8f2ecae1,0x0402d358
422,3,0xbabb33e3,0x9e82c456
171,3,0x8f2ecae1,0x85e1172d
155,3,0x8f2ecae1,0x505bfda0
173,3,0x8f2ecae1,0x54682d4b
465,3,0x25f0c584,0xe4b60034
241,3,0x32c0641d,0x4cb175a2
375,3,0xbabb33e3,0x287d163c
373,3,0x669e4dbf,0x308c6d08
417,3,0xbabb33e3,0xb42b060d
496,3,0x01db7a2b,0x0ae31663
224,3,0x32c0641d,0x2067b44f
24,3,0xade9b4e0,0x9781fb46
306,3,0x669e4dbf,0x80c61e87
92,3,0xade9b4e0,0x12d15326
35,3,0xade9b4e0,0x3f6731af
99,3,0xade9b4e0,0x0a353f46
163,3,0x8f2ecae1,0x1e5deeab
363,3,0x669e4dbf,0xce3502ee
356,3,0x669e4dbf,0xfc773bf1
446,3,0x25f0c584,0x93dbda7b
195,3,0x8f2ecae1,0x8080f416
39,3,0xade9b4e0,0xf46138c2
108,3,0xade9b4e0,0x4eb9cd9e
334,3,0x669e4dbf,0x505bfda0
97,3,0xade9b4e0,0x5965d5fe
479,3,0x01db7a2b,0x4f9f3d03
365,3,0x669e4dbf,0xfcad6221
138,3,0x8f2ecae1,0xf82294b0
34,3,0xade9b4e0,0x6d9006b9
427,3,0xbabb33e3,0x9bd4067b
70,3,0xade9b4e0,0x6bea2b3a
57,3,0xade9b4e0,0x7be2c71e
415,3,0xbabb33e3,0xf46138c2
257,3,0x32c0641d,0xd70185d0
301,3,0x669e4dbf,0x5bb0b2ff
150,3,0x8f2ecae1,0x8fa0d7a7
